id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
268326,2012-04-28,New York Daily News,prepared highminded pretension lots selfconsciously arty shots long stretches apparently profound nothingness,NEGATIVE,The Broken Tower,108.0,"Biography, History, Drama, Lgbtq+",English,Negative,"['prepared', 'highminded', 'pretension', 'lots', 'selfconsciously', 'arty', 'shots', 'long', 'stretches', 'apparently', 'profound', 'nothingness']","[(0, 0.9377542), (1, 0.015430459), (2, 0.015500019), (3, 0.015411614), (4, 0.015903674)]"
575146,2010-05-23,Parallax View,Hides utterly conventional biopic behind narrative chopped flashbacks fantasies animated interludes music videos carnivalesque stage shows,NEGATIVE,Sex & Drugs & Rock & Roll,114.0,"Biography, Drama",English,Negative,"['hides', 'utterly', 'conventional', 'biopic', 'behind', 'narrative', 'chopped', 'flashbacks', 'fantasies', 'animated', 'interludes', 'music', 'videos', 'carnivalesque', 'stage', 'shows']","[(0, 0.011977725), (1, 0.10312), (2, 0.0120936865), (3, 0.2607943), (4, 0.6120143)]"
403583,2009-04-06,At the Movies,,NEGATIVE,Fast & Furious,107.0,"Action, Mystery & thriller",English,Negative,[],"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
261810,2009-03-06,"MovieTime, ABC Radio National",sparse Nordic horror combines innocent stilted quality childhood crush pitiless bloodlust vampire fable,POSITIVE,Let the Right One In,114.0,Horror,Swedish,Positive,"['sparse', 'nordic', 'horror', 'combines', 'innocent', 'stilted', 'quality', 'childhood', 'crush', 'pitiless', 'bloodlust', 'vampire', 'fable']","[(0, 0.94225067), (1, 0.014468065), (2, 0.0145455), (3, 0.014378103), (4, 0.014357632)]"
480451,2013-01-30,James on screenS,Totally fascinating unexpected bravura filmmaking rich often startling observations antiterrorism torture amorality,POSITIVE,The Gatekeepers,96.0,Documentary,Hebrew,Positive,"['totally', 'fascinating', 'unexpected', 'bravura', 'filmmaking', 'rich', 'often', 'startling', 'observations', 'antiterrorism', 'torture', 'amorality']","[(0, 0.01562595), (1, 0.015612258), (2, 0.76918656), (3, 0.015465239), (4, 0.18411002)]"
902604,2019-01-26,hoganreviews.co.uk,first half felt like action real character development end film found caring Rebel team undertook last mission,POSITIVE,Rogue One: A Star Wars Story,134.0,"Sci-fi, Adventure, Action, Fantasy",English,Negative,"['first', 'half', 'felt', 'like', 'action', 'real', 'character', 'development', 'end', 'film', 'found', 'caring', 'rebel', 'team', 'undertook', 'last', 'mission']","[(0, 0.01127866), (1, 0.011272452), (2, 0.68176323), (3, 0.28431156), (4, 0.011374056)]"
450120,2009-05-13,Film Journal International,brilliant provocative chamber piece everinventive Steven Soderbergh captures life highend call girl equating entrepreneurs services,POSITIVE,The Girlfriend Experience,77.0,Drama,English,Positive,"['brilliant', 'provocative', 'chamber', 'piece', 'everinventive', 'steven', 'soderbergh', 'captures', 'life', 'highend', 'call', 'girl', 'equating', 'entrepreneurs', 'services']","[(0, 0.012744817), (1, 0.012711983), (2, 0.012705524), (3, 0.012642081), (4, 0.94919556)]"
37058,2014-01-31,Irish Times,worse film Frankenstein crawls murk 2014 stuffed mounted,NEGATIVE,"I, Frankenstein",93.0,"Fantasy, Action",English,Negative,"['worse', 'film', 'frankenstein', 'crawls', 'murk', '2014', 'stuffed', 'mounted']","[(0, 0.022653569), (1, 0.023208652), (2, 0.9079801), (3, 0.023238068), (4, 0.022919608)]"
745976,2015-10-02,Daily Star (UK),touching insightful amusing drama based believable characters clever ideas,POSITIVE,The Intern,121.0,"Comedy, Drama",English,Positive,"['touching', 'insightful', 'amusing', 'drama', 'based', 'believable', 'characters', 'clever', 'ideas']","[(0, 0.9185373), (1, 0.020268619), (2, 0.020494089), (3, 0.020358458), (4, 0.02034155)]"
842452,2016-12-08,Time Out,Bringing sense gravitas Baldwins words Samuel L Jackson whose decidedly nonfurious narration finest performance date bar none,POSITIVE,I Am Not Your Negro,95.0,Documentary,English,Positive,"['bringing', 'sense', 'gravitas', 'baldwins', 'words', 'samuel', 'l', 'jackson', 'whose', 'decidedly', 'nonfurious', 'narration', 'finest', 'performance', 'date', 'bar', 'none']","[(0, 0.011332708), (1, 0.01123762), (2, 0.011327062), (3, 0.9548655), (4, 0.011237094)]"
483722,2002-03-13,Spirituality & Practice,delightful romantic comedy musical numbers Cole Porter Irving Berlin George Gershwin,POSITIVE,Love's Labour's Lost,93.0,"Musical, Comedy",English,Positive,"['delightful', 'romantic', 'comedy', 'musical', 'numbers', 'cole', 'porter', 'irving', 'berlin', 'george', 'gershwin']","[(0, 0.70222855), (1, 0.016777012), (2, 0.016979268), (3, 0.01691541), (4, 0.24709977)]"
93953,2011-08-11,At the Movies (Australia),Im aficionado motor racing yet found absolutely compelling think thats mark good documentary,POSITIVE,Senna,104.0,Documentary,English,Positive,"['im', 'aficionado', 'motor', 'racing', 'yet', 'found', 'absolutely', 'compelling', 'think', 'thats', 'mark', 'good', 'documentary']","[(0, 0.014596243), (1, 0.94119567), (2, 0.0146736475), (3, 0.014883483), (4, 0.0146509595)]"
542181,2008-08-22,Deseret News (Salt Lake City),plot exists nonsensical hackneyed doesnt deserve need explanation,NEGATIVE,Death Race,105.0,"Action, Mystery & thriller",English,Negative,"['plot', 'exists', 'nonsensical', 'hackneyed', 'doesnt', 'deserve', 'need', 'explanation']","[(0, 0.022353603), (1, 0.62825763), (2, 0.30470452), (3, 0.022348752), (4, 0.022335466)]"
445020,2004-10-21,Milwaukee Journal Sentinel,Russell flings ideas sprinkles plot question stubbornly refuse stick,NEGATIVE,I Heart Huckabees,106.0,Comedy,English,Negative,"['russell', 'flings', 'ideas', 'sprinkles', 'plot', 'question', 'stubbornly', 'refuse', 'stick']","[(0, 0.02102601), (1, 0.020220002), (2, 0.020549288), (3, 0.020558745), (4, 0.917646)]"
470240,2021-08-20,New York Times,silliness Richard Wenks script epic,NEGATIVE,The Protégé,109.0,"Action, Mystery & thriller",English,Negative,"['silliness', 'richard', 'wenks', 'script', 'epic']","[(0, 0.034639694), (1, 0.8638356), (2, 0.034062963), (3, 0.033778645), (4, 0.03368316)]"
501285,2019-10-25,Cinemalogue,Committed performances bolster latest examination psychological effects war admirable intentions execution,NEGATIVE,The Kill Team,87.0,"War, Drama",English,Negative,"['committed', 'performances', 'bolster', 'latest', 'examination', 'psychological', 'effects', 'war', 'admirable', 'intentions', 'execution']","[(0, 0.016991762), (1, 0.5519587), (2, 0.017111449), (3, 0.016797619), (4, 0.3971405)]"
846944,2018-06-29,The National (UAE),Ultimately film avoids indulging much movie star persona lets deny obsession private lives rich famous cast end delivers rare insight human side,POSITIVE,Sanju,155.0,"Biography, Drama",Hindi,Positive,"['ultimately', 'film', 'avoids', 'indulging', 'much', 'movie', 'star', 'persona', 'lets', 'deny', 'obsession', 'private', 'lives', 'rich', 'famous', 'cast', 'end', 'delivers', 'rare', 'insight', 'human', 'side']","[(1, 0.64593124), (2, 0.32742107)]"
507551,2004-10-15,Globe and Mail,technical step forward South Park,POSITIVE,Team America: World Police,98.0,"Comedy, Action",English,Positive,"['technical', 'step', 'forward', 'south', 'park']","[(0, 0.8659654), (1, 0.033889595), (2, 0.033353887), (3, 0.033354152), (4, 0.033436943)]"
70102,2018-08-21,AtHomeInHollywood.com,essence Suicide Squad everything summer blockbuster without taking seriously essence wildly entertaining,POSITIVE,Suicide Squad,123.0,"Action, Adventure, Fantasy",English,Positive,"['essence', 'suicide', 'squad', 'everything', 'summer', 'blockbuster', 'without', 'taking', 'seriously', 'essence', 'wildly', 'entertaining']","[(0, 0.93725747), (1, 0.015894767), (2, 0.015534491), (3, 0.015568209), (4, 0.015745033)]"
659299,2009-06-19,Jam! Movies,Baby Formula proof lesbian romantic comedies every bit dopey straight variety,NEGATIVE,The Baby Formula,82.0,"Comedy, Lgbtq+",English,Negative,"['baby', 'formula', 'proof', 'lesbian', 'romantic', 'comedies', 'every', 'bit', 'dopey', 'straight', 'variety']","[(0, 0.01682684), (1, 0.016815811), (2, 0.93226516), (3, 0.017119044), (4, 0.016973173)]"
706454,2017-03-30,Kaplan vs. Kaplan,Boss Baby gets kudos originality quality animation editing However overall story bit onenote theme first 45 minutes gets tedious,POSITIVE,The Boss Baby,97.0,"Kids & family, Comedy, Adventure, Animation",English,Negative,"['boss', 'baby', 'gets', 'kudos', 'originality', 'quality', 'animation', 'editing', 'however', 'overall', 'story', 'bit', 'onenote', 'theme', 'first', '45', 'minutes', 'gets', 'tedious']","[(0, 0.26645786), (1, 0.44763476), (2, 0.0102727115), (3, 0.010275645), (4, 0.265359)]"
44483,2021-03-03,The Beat,Fantastically directed gutwrenching story told unique visually stirring way makes essential watch,POSITIVE,Flee,83.0,"Documentary, Animation",Danish,Positive,"['fantastically', 'directed', 'gutwrenching', 'story', 'told', 'unique', 'visually', 'stirring', 'way', 'makes', 'essential', 'watch']","[(0, 0.015540143), (1, 0.015655475), (2, 0.015635366), (3, 0.015794901), (4, 0.9373741)]"
138097,2019-10-19,Artforum,immaculately curated film thats quite thing inexact science direction result movie overwrought worriedover convey sense either loneliness claustrophobia strains toward,NEGATIVE,The Lighthouse,110.0,"Mystery & thriller, Drama",English,Negative,"['immaculately', 'curated', 'film', 'thats', 'quite', 'thing', 'inexact', 'science', 'direction', 'result', 'movie', 'overwrought', 'worriedover', 'convey', 'sense', 'either', 'loneliness', 'claustrophobia', 'strains', 'toward']","[(3, 0.1578505), (4, 0.81291705)]"
182959,2021-12-17,Stuff.co.nz,blazingly intelligent nuanced insightful dive life woman born Eunice Waymon journey gospel classical jazz blues,POSITIVE,"What Happened, Miss Simone?",101.0,"Documentary, Biography, Music",English,Positive,"['blazingly', 'intelligent', 'nuanced', 'insightful', 'dive', 'life', 'woman', 'born', 'eunice', 'waymon', 'journey', 'gospel', 'classical', 'jazz', 'blues']","[(0, 0.3787438), (1, 0.012739873), (2, 0.012890523), (3, 0.012643982), (4, 0.5829818)]"
167990,2005-03-04,Deseret News (Salt Lake City),Guerrilla dull almost makes wonder fuss Symbionese Liberation Army,NEGATIVE,Guerrilla: The Taking of Patty Hearst,89.0,Documentary,English,Negative,"['guerrilla', 'dull', 'almost', 'makes', 'wonder', 'fuss', 'symbionese', 'liberation', 'army']","[(0, 0.020566309), (1, 0.020827906), (2, 0.020304807), (3, 0.9181317), (4, 0.020169307)]"
1131129,2017-09-18,Concrete Playground,intimate character study revels Stantons crumpled gaze rugged skin weary expression though theyre things world worth looking,POSITIVE,Lucky,88.0,"Comedy, Drama",English,Positive,"['intimate', 'character', 'study', 'revels', 'stantons', 'crumpled', 'gaze', 'rugged', 'skin', 'weary', 'expression', 'though', 'theyre', 'things', 'world', 'worth', 'looking']","[(0, 0.011268571), (1, 0.954644), (2, 0.011346502), (3, 0.011565921), (4, 0.011174979)]"
376723,2007-08-10,Chicago Reader,Chris Eigeman finally gets show range romantic comedy,POSITIVE,The Treatment,86.0,"Romance, Comedy",English,Negative,"['chris', 'eigeman', 'finally', 'gets', 'show', 'range', 'romantic', 'comedy']","[(0, 0.022439405), (1, 0.022750419), (2, 0.9099932), (3, 0.022421509), (4, 0.022395473)]"
384712,2007-04-10,FilmStew.com,fact remains audiences dont seem particularly drawn Swank anything asexualized roles,NEGATIVE,The Reaping,99.0,"Horror, Mystery & thriller",English,Negative,"['fact', 'remains', 'audiences', 'dont', 'seem', 'particularly', 'drawn', 'swank', 'anything', 'asexualized', 'roles']","[(0, 0.4148673), (1, 0.016950672), (2, 0.534341), (3, 0.016885895), (4, 0.016955145)]"
380354,2021-09-10,Nashville Scene,Jaws Revenge 1987 amazing Percy Rodriguesnarrated trailer time personal sadly excised voodoo subplot also attempt give Lorraine Gary something 12 years many folk lost,NEGATIVE,Jaws the Revenge,89.0,"Mystery & thriller, Horror, Adventure",English,Negative,"['jaws', 'revenge', '1987', 'amazing', 'percy', 'rodriguesnarrated', 'trailer', 'time', 'personal', 'sadly', 'excised', 'voodoo', 'subplot', 'also', 'attempt', 'give', 'lorraine', 'gary', 'something', '12', 'years', 'many', 'folk', 'lost']","[(1, 0.9669737)]"
216361,2019-03-05,Times of Malta,must said hidden within Tammy feelgood comedy however smothered script falling back old comedy chestnuts clearly fall within McCarthys comfort zone,NEGATIVE,Tammy,97.0,Comedy,English,Negative,"['must', 'said', 'hidden', 'within', 'tammy', 'feelgood', 'comedy', 'however', 'smothered', 'script', 'falling', 'back', 'old', 'comedy', 'chestnuts', 'clearly', 'fall', 'within', 'mccarthys', 'comfort', 'zone']","[(2, 0.21756512), (3, 0.75439376)]"
897549,2021-06-14,Boston Globe,Somehow base oddly offensive Old age mocked malice seems,NEGATIVE,The Sunshine Boys,111.0,Comedy,English,Negative,"['somehow', 'base', 'oddly', 'offensive', 'old', 'age', 'mocked', 'malice', 'seems']","[(0, 0.020417893), (1, 0.9184739), (2, 0.020406827), (3, 0.020477664), (4, 0.020223713)]"
45943,2020-09-09,Gone With The Twins,Easily greatest killer spider film ever made,POSITIVE,Arachnophobia,109.0,"Mystery & thriller, Comedy",English,Positive,"['easily', 'greatest', 'killer', 'spider', 'film', 'ever', 'made']","[(0, 0.0259632), (1, 0.025741817), (2, 0.02562947), (3, 0.025445126), (4, 0.8972204)]"
976113,2017-12-12,Film Comment Magazine,Although Ive seen Michelangelo Antonionis Identification Woman twice still things Id like explained,NEGATIVE,Identification of a Woman,129.0,Drama,Italian,Positive,"['although', 'ive', 'seen', 'michelangelo', 'antonionis', 'identification', 'woman', 'twice', 'still', 'things', 'id', 'like', 'explained']","[(0, 0.014755759), (1, 0.94161576), (2, 0.014664962), (3, 0.014459716), (4, 0.014503783)]"
310107,2016-10-02,WBAI Radio,Paterson Movie Melancholy Muse thwarted artist whimsical working stiff economic hard times typical economically depressed town yet quirky daffy symbolically laden shadow bustling NYC metropolis,POSITIVE,Paterson,118.0,Drama,English,Positive,"['paterson', 'movie', 'melancholy', 'muse', 'thwarted', 'artist', 'whimsical', 'working', 'stiff', 'economic', 'hard', 'times', 'typical', 'economically', 'depressed', 'town', 'yet', 'quirky', 'daffy', 'symbolically', 'laden', 'shadow', 'bustling', 'nyc', 'metropolis']","[(2, 0.18790469), (3, 0.7886786)]"
864086,2018-09-05,CineVue,Cinematographer Diego Romero SuarezLlanos shoots everything unobtrusive beauty Minervini incredibly adept making slices life cohere individual stories order present broader panorama,POSITIVE,What You Gonna Do When The World's On Fire?,123.0,Documentary,English,Positive,"['cinematographer', 'diego', 'romero', 'suarezllanos', 'shoots', 'everything', 'unobtrusive', 'beauty', 'minervini', 'incredibly', 'adept', 'making', 'slices', 'life', 'cohere', 'individual', 'stories', 'order', 'present', 'broader', 'panorama']","[(2, 0.9630583)]"
499939,2008-11-07,Jam! Movies,opposite good time theatre wellmade film difficult forget,POSITIVE,The Boy in the Striped Pajamas,94.0,Drama,English,Positive,"['opposite', 'good', 'time', 'theatre', 'wellmade', 'film', 'difficult', 'forget']","[(0, 0.91034675), (1, 0.022405012), (2, 0.022391131), (3, 0.022433406), (4, 0.022423672)]"
894432,2022-07-29,RogerEbert.com,understated way movie celebration miracle connection,POSITIVE,Ali & Ava,94.0,"Drama, Romance",English,Positive,"['understated', 'way', 'movie', 'celebration', 'miracle', 'connection']","[(0, 0.028957881), (1, 0.030258989), (2, 0.029080126), (3, 0.030510312), (4, 0.8811927)]"
325400,2020-11-19,Fort Worth Weekly,funny perspicacious look drag best friend,POSITIVE,The Climb,98.0,"Comedy, Drama",English,Positive,"['funny', 'perspicacious', 'look', 'drag', 'best', 'friend']","[(0, 0.88414896), (1, 0.02884443), (2, 0.02887165), (3, 0.02939), (4, 0.028744962)]"
1084456,2005-09-08,New York Times,yummy Japanese confection Kamikaze Girls deserves better title audience go,POSITIVE,Kamikaze Girls,100.0,"Adventure, Comedy",Japanese,Negative,"['yummy', 'japanese', 'confection', 'kamikaze', 'girls', 'deserves', 'better', 'title', 'audience', 'go']","[(0, 0.33075473), (1, 0.6135543), (2, 0.018493688), (3, 0.018582454), (4, 0.018614853)]"
893022,2003-03-28,TV Guide,Duvall worst still accomplished performer Pedraza modernday Ali McGraw lithe beautiful kind actress fluidity dance floor shes dead weight drags film,NEGATIVE,Assassination Tango,114.0,"Drama, Mystery & thriller, Romance",English,Positive,"['duvall', 'worst', 'still', 'accomplished', 'performer', 'pedraza', 'modernday', 'ali', 'mcgraw', 'lithe', 'beautiful', 'kind', 'actress', 'fluidity', 'dance', 'floor', 'shes', 'dead', 'weight', 'drags', 'film']","[(0, 0.8426735), (3, 0.12938036)]"
577636,2009-07-22,MovieMartyr.com,one Godards approachable conventionally plotted movies merges directors interest social constructs curiosity individual emotions often obscured work,POSITIVE,A Married Woman,94.0,Drama,French (France),Positive,"['one', 'godards', 'approachable', 'conventionally', 'plotted', 'movies', 'merges', 'directors', 'interest', 'social', 'constructs', 'curiosity', 'individual', 'emotions', 'often', 'obscured', 'work']","[(0, 0.95521927), (1, 0.011180649), (2, 0.011210043), (3, 0.011195995), (4, 0.011194055)]"
752363,2003-10-10,Contra Costa Times,action movie fantastic music considerable style mentality director refusing leave sanctuary 1970s childhood,NEGATIVE,Kill Bill: Vol. 1,110.0,Action,English,Positive,"['action', 'movie', 'fantastic', 'music', 'considerable', 'style', 'mentality', 'director', 'refusing', 'leave', 'sanctuary', '1970s', 'childhood']","[(0, 0.014558523), (1, 0.9416607), (2, 0.014544959), (3, 0.014745044), (4, 0.014490772)]"
976056,2018-10-03,SciFiNow,Venom mostly wastes stellar cast jarring tonal clash wacky humour badly timed oneliners ghastly blend puerile comedy psychological horror never really gels,NEGATIVE,Venom,112.0,"Action, Adventure, Fantasy, Sci-fi",English,Negative,"['venom', 'mostly', 'wastes', 'stellar', 'cast', 'jarring', 'tonal', 'clash', 'wacky', 'humour', 'badly', 'timed', 'oneliners', 'ghastly', 'blend', 'puerile', 'comedy', 'psychological', 'horror', 'never', 'really', 'gels']","[(1, 0.96450365)]"
466656,2008-08-15,Deseret News (Salt Lake City),3D feature boasts anthropomorphic insects main characters arent particularly endearing funny,NEGATIVE,Fly Me to the Moon,89.0,"Kids & family, Fantasy, Adventure",English,Negative,"['3d', 'feature', 'boasts', 'anthropomorphic', 'insects', 'main', 'characters', 'arent', 'particularly', 'endearing', 'funny']","[(0, 0.016972166), (1, 0.58074224), (2, 0.36813727), (3, 0.017199954), (4, 0.016948367)]"
849504,2010-08-12,Toronto Star,suggestion authorities may comprise clan thats ruthless amoral Browns also adds pleasingly cynical edge thats often lacking crime dramas,POSITIVE,Animal Kingdom,112.0,"Crime, Drama",English,Positive,"['suggestion', 'authorities', 'may', 'comprise', 'clan', 'thats', 'ruthless', 'amoral', 'browns', 'also', 'adds', 'pleasingly', 'cynical', 'edge', 'thats', 'often', 'lacking', 'crime', 'dramas']","[(0, 0.010121141), (1, 0.42678756), (2, 0.010153404), (3, 0.010172801), (4, 0.54276514)]"
937456,2005-12-08,Salon.com,Slowness doesnt necessarily equal beauty power profundity,NEGATIVE,Memoirs of a Geisha,136.0,"Drama, Romance",English,Positive,"['slowness', 'doesnt', 'necessarily', 'equal', 'beauty', 'power', 'profundity']","[(0, 0.025694069), (1, 0.8970441), (2, 0.025554545), (3, 0.025486594), (4, 0.026220657)]"
233583,2014-10-09,Fort Worth Star-Telegram/DFW.com,Dead Snow 2 share fun goofy gory momentsHalf budget must gone fake intestines,POSITIVE,Dead Snow: Red vs. Dead,100.0,"Horror, Comedy",Norwegian,Positive,"['dead', 'snow', '2', 'share', 'fun', 'goofy', 'gory', 'momentshalf', 'budget', 'must', 'gone', 'fake', 'intestines']","[(0, 0.0150880935), (1, 0.941396), (2, 0.014684357), (3, 0.014395691), (4, 0.014435823)]"
547858,2020-06-16,Kermode & Mayo's Film Review,really odd arresting movie,POSITIVE,Take Me Somewhere Nice,91.0,Drama,Bosnian,Negative,"['really', 'odd', 'arresting', 'movie']","[(0, 0.04021865), (1, 0.0404155), (2, 0.040381774), (3, 0.040542778), (4, 0.83844125)]"
884884,2017-03-23,Impulse Gamer,truth Life Alien knockoff carbon copy every retro scifi film ever made dangers life space,NEGATIVE,Life,103.0,"Sci-fi, Horror, Mystery & thriller",English,Positive,"['truth', 'life', 'alien', 'knockoff', 'carbon', 'copy', 'every', 'retro', 'scifi', 'film', 'ever', 'made', 'dangers', 'life', 'space']","[(0, 0.26516482), (1, 0.50057817), (2, 0.012761058), (3, 0.012601527), (4, 0.20889442)]"
1049311,2010-08-05,MSN Movies,Flipped sweet something like honest heartfelt phonily sincere risk coarse honesty catnip old people,POSITIVE,Flipped,90.0,"Romance, Comedy",English,Positive,"['flipped', 'sweet', 'something', 'like', 'honest', 'heartfelt', 'phonily', 'sincere', 'risk', 'coarse', 'honesty', 'catnip', 'old', 'people']","[(0, 0.01380048), (1, 0.9455209), (2, 0.013505529), (3, 0.013470021), (4, 0.013703125)]"
328928,2018-02-08,Philadelphia Daily News,incident train accounts minutes screen time another 90 minutes theyre flatlined buddy movie without much help Eastwood insisted train actors screenplay,NEGATIVE,The 15:17 to Paris,94.0,"Mystery & thriller, Drama",English,Negative,"['incident', 'train', 'accounts', 'minutes', 'screen', 'time', 'another', '90', 'minutes', 'theyre', 'flatlined', 'buddy', 'movie', 'without', 'much', 'help', 'eastwood', 'insisted', 'train', 'actors', 'screenplay']","[(1, 0.27744982), (3, 0.6947217)]"
538397,2019-07-17,Common Sense Media,Violent German thriller exciting predictable,NEGATIVE,Kidnapping Stella,89.0,Mystery & thriller,German,Positive,"['violent', 'german', 'thriller', 'exciting', 'predictable']","[(0, 0.033874854), (1, 0.033906918), (2, 0.033519465), (3, 0.033741545), (4, 0.8649572)]"
844962,2023-02-02,Cup of Soul,film actually reinforces notion achieving happiness neverending struggle Finally one must consider journey may take decades,POSITIVE,Fairways to Happiness,84.0,Documentary,English,Positive,"['film', 'actually', 'reinforces', 'notion', 'achieving', 'happiness', 'neverending', 'struggle', 'finally', 'one', 'must', 'consider', 'journey', 'may', 'take', 'decades']","[(0, 0.3193887), (1, 0.6444728), (2, 0.012153468), (3, 0.01203125), (4, 0.011953784)]"
1072885,2021-04-02,Daily Mail (UK),McNab writes pacy exciting thrillers offer perfect ammunition screen adaptations instance someone loaded blanks,NEGATIVE,SAS: Rise of the Black Swan,123.0,Action,English (United Kingdom),Positive,"['mcnab', 'writes', 'pacy', 'exciting', 'thrillers', 'offer', 'perfect', 'ammunition', 'screen', 'adaptations', 'instance', 'someone', 'loaded', 'blanks']","[(0, 0.013480401), (1, 0.013434027), (2, 0.946267), (3, 0.013403617), (4, 0.013414924)]"
765836,2017-02-04,Deadline Hollywood Daily,Teen girls especially ought love fish Mars tale features engaging turn Asa Butterfield nice elements make implausible entertaining ride,POSITIVE,The Space Between Us,120.0,"Adventure, Romance",English,Positive,"['teen', 'girls', 'especially', 'ought', 'love', 'fish', 'mars', 'tale', 'features', 'engaging', 'turn', 'asa', 'butterfield', 'nice', 'elements', 'make', 'implausible', 'entertaining', 'ride']","[(0, 0.010199214), (1, 0.010207956), (2, 0.2659696), (3, 0.7033615), (4, 0.010261693)]"
624776,2004-07-16,Seattle Times,Watching Sun Zhous romantic drama Zhou Yus Train like reading poem great poem entirely clear one one occasionally blooms beauty images take readers breath away,POSITIVE,Zhou Yu's Train,92.0,"Drama, Romance",Chinese,Positive,"['watching', 'sun', 'zhous', 'romantic', 'drama', 'zhou', 'yus', 'train', 'like', 'reading', 'poem', 'great', 'poem', 'entirely', 'clear', 'one', 'one', 'occasionally', 'blooms', 'beauty', 'images', 'take', 'readers', 'breath', 'away']","[(0, 0.71815634), (3, 0.25840905)]"
159908,2004-11-29,Observer,essentially twoactress vehicle Ms Testud Ms Tsuji letterperfect capturing shadings characters passionately perverse relationship,POSITIVE,Fear and Trembling,107.0,Comedy,French (Canada),Positive,"['essentially', 'twoactress', 'vehicle', 'ms', 'testud', 'ms', 'tsuji', 'letterperfect', 'capturing', 'shadings', 'characters', 'passionately', 'perverse', 'relationship']","[(0, 0.013671337), (1, 0.94542617), (2, 0.013863586), (3, 0.013386198), (4, 0.01365277)]"
433098,2019-10-25,Arizona Republic,irector Deon Taylor Intruder Traffik keeps action moving along swift enough pace keep edge,POSITIVE,Black and Blue,108.0,"Mystery & thriller, Crime, Drama, Action",English,Positive,"['irector', 'deon', 'taylor', 'intruder', 'traffik', 'keeps', 'action', 'moving', 'along', 'swift', 'enough', 'pace', 'keep', 'edge']","[(0, 0.013495108), (1, 0.013643061), (2, 0.01343815), (3, 0.94593525), (4, 0.013488375)]"
725323,2007-05-03,Movies for the Masses,click full review,POSITIVE,The Host,119.0,"Horror, Comedy",Korean,Negative,"['click', 'full', 'review']","[(0, 0.050300654), (1, 0.79772115), (2, 0.05080684), (3, 0.05032915), (4, 0.050842203)]"
140607,2017-05-11,AV Club,Far creativity went various cars hood murals screenplay,NEGATIVE,Lowriders,99.0,Drama,English,Negative,"['far', 'creativity', 'went', 'various', 'cars', 'hood', 'murals', 'screenplay']","[(0, 0.90786195), (1, 0.022607373), (2, 0.022533981), (3, 0.023740942), (4, 0.02325572)]"
729512,2020-03-14,Film Frenzy,Staggering spectacle inspirational Biblical tale labor mighty hard overcome lamentable dialogue Oh Moses Moses stubborn splendid adorable fool poor acting virtually leading players,NEGATIVE,The Ten Commandments,220.0,"History, Drama",English,Negative,"['staggering', 'spectacle', 'inspirational', 'biblical', 'tale', 'labor', 'mighty', 'hard', 'overcome', 'lamentable', 'dialogue', 'oh', 'moses', 'moses', 'stubborn', 'splendid', 'adorable', 'fool', 'poor', 'acting', 'virtually', 'leading', 'players']","[(1, 0.96579117)]"
1017527,2000-01-01,Jam! Movies,Bulletproof watchable Barely maybe Still ridiculous obviously nearly excruciatingly awful Sandlers prior movie sins,NEGATIVE,Bulletproof,84.0,Action,English,Negative,"['bulletproof', 'watchable', 'barely', 'maybe', 'still', 'ridiculous', 'obviously', 'nearly', 'excruciatingly', 'awful', 'sandlers', 'prior', 'movie', 'sins']","[(0, 0.013571273), (1, 0.013882898), (2, 0.013896965), (3, 0.013441025), (4, 0.94520783)]"
1094316,2004-08-22,Spirituality & Practice,Mel Gibson proves formidable warrior,POSITIVE,Mad Max Beyond Thunderdome,106.0,"Sci-fi, Action",English,Positive,"['mel', 'gibson', 'proves', 'formidable', 'warrior']","[(0, 0.8654357), (1, 0.03371897), (2, 0.03389068), (3, 0.03338606), (4, 0.033568528)]"
684546,2012-10-31,Time Out,films comedic potential defanged pervading tone embittered nostalgia Goody doesnt mock smartphoneloving society barbed affectionshe wants go away,NEGATIVE,Vamps,93.0,"Comedy, Horror",English,Negative,"['films', 'comedic', 'potential', 'defanged', 'pervading', 'tone', 'embittered', 'nostalgia', 'goody', 'doesnt', 'mock', 'smartphoneloving', 'society', 'barbed', 'affectionshe', 'wants', 'go', 'away']","[(0, 0.010928727), (1, 0.01066382), (2, 0.01079912), (3, 0.010803132), (4, 0.9568052)]"
770862,2011-06-09,Movieline,Super 8 authentic homage glory excess Spielberg barely identity bodysnatched influences,NEGATIVE,Super 8,112.0,"Sci-fi, Mystery & thriller",English,Positive,"['super', '8', 'authentic', 'homage', 'glory', 'excess', 'spielberg', 'barely', 'identity', 'bodysnatched', 'influences']","[(0, 0.01674102), (1, 0.93261874), (2, 0.016903661), (3, 0.01702178), (4, 0.016714798)]"
976928,2012-06-04,"Commercial Appeal (Memphis, TN)",time even Eve Ensler probably would support movie TV comedy moratorium use word vagina,NEGATIVE,The Dictator,83.0,Comedy,English,Negative,"['time', 'even', 'eve', 'ensler', 'probably', 'would', 'support', 'movie', 'tv', 'comedy', 'moratorium', 'use', 'word', 'vagina']","[(0, 0.013590125), (1, 0.94577795), (2, 0.013519289), (3, 0.013582856), (4, 0.013529801)]"
